missing_col,col2,col3,outliers_col,outliers_col2,categorical_col,ordinal_col,text_col
6.0,69.0,0.9807507299782066,87,1.3812558867149112,mouse,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
27.0,28.0,0.6674254222916729,99,2.209971926361794,elephant,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
84.0,50.0,0.998905075090081,-38,0.35321612052172263,dog,bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
91.0,58.0,1.362688731142717,-34,0.6811396960016319,mouse,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
12.0,82.0,0.4569011460938979,56,2.365124137254511,dog,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
4.0,24.0,0.6555213066037958,89,1.2548568074521658,cat,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
97.0,87.0,0.48809886282670084,75,1.9545651013009724,cat,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
14.0,82.0,4.7347160740805485,-36,0.8156911657271525,cat,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
73.0,28.0,0.3276800535880534,-83,0.5481951865242773,mouse,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
30.0,60.0,0.8820645674646523,66,0.46689638731117095,dog,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
,4.0,0.2682291314627181,13,1.72145756913911,cat,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
14.0,61.0,0.3653695402753406,-43,0.7832074173761137,dog,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
58.0,82.0,1.3288453953729136,27,3.0761198601826862,mouse,very bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
61.0,62.0,2.456868229611092,-54,0.1265153233835854,dog,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
65.0,22.0,1.4734752421195865,-61,12.427359281770391,mouse,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
,37.0,0.07198577763972028,-96,0.13464741379981823,dog,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,12.0,0.5695247703958998,52,0.25941320276787294,cat,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
3.0,86.0,1.0286864647184628,66,2.5941766069967196,mouse,bad,"
In a hole in the ground there lived a hobbit."
68.0,1.0,0.5827753842789722,-1,0.47522583819545006,cat,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
,88.0,0.5741923503787739,-61,1.9545780120421568,dog,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
14.0,74.0,0.22572715627539605,-47,0.8414847800953719,mouse,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
95.0,4.0,1.077804183323186,51,0.22471070001562282,dog,very good,"
In a hole in the ground there lived a hobbit."
97.0,54.0,1.0311955557849064,57,0.15457696111170788,mouse,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
20.0,45.0,1.1726322528942397,4,5.493904411031337,elephant,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
52.0,20.0,1.3899486830976344,-80,1.7178755021689964,dog,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,72.0,0.5493263925202228,-49,0.10968495309454002,cat,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
59.0,41.0,0.8700462689415479,-30,1.014910132957995,elephant,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
69.0,43.0,1.947161982723194,64,1.718342670966718,cat,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
60.0,91.0,0.44703343692044156,-57,3.1948781322555297,mouse,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
57.0,69.0,1.633948009405118,-89,3.6496446748470004,elephant,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
25.0,87.0,0.19076124438471018,12,6064.9787048396465,cat,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
59.0,28.0,3.814960573364393,28,1.9591197162494822,mouse,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
43.0,8.0,4.457366912642882,-8,0.7584902098766434,mouse,good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
81.0,77.0,1.6121643880270646,43,0.3072646721551096,dog,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
44.0,73.0,3.417303008960896,-37,0.7031306002697191,dog,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
10.0,11.0,0.42793731289802367,12,0.45327500033692075,dog,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
70.0,45.0,2.5371046044306915,23,0.08555591175494878,dog,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,14.0,1.0998089482372009,-70,3.6628567613988805,elephant,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
5.0,16.0,0.7612755734189477,11,3.253200682943462,cat,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
82.0,4.0,0.4653903613296025,74,7.972510097261535,elephant,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,55.0,1.2841835792685183,-91,2.6979944817336463,dog,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
63.0,30.0,1.3788528543866505,-54,4.090246590450077,cat,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
98.0,21.0,1.3666882994877865,-44,2.0203332355659334,mouse,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
97.0,2.0,1.9291265264532647,40,0.3842523876686815,mouse,good,"
In a hole in the ground there lived a hobbit."
20.0,90.0,2.23810850964813,-2,0.8911264301857884,elephant,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
76.0,97.0,0.5307066910861951,58,0.1396983342376849,cat,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
82.0,11.0,1.1379674550991823,-6,1.3505550604951226,dog,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
84.0,39.0,0.8238077486854916,-43,1.3113462318374598,mouse,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
70.0,26.0,2.8614428776440337,-9,2.017470089736976,cat,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
45.0,1.0,4.009586362416353,96,1.3778353973743511,elephant,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
71.0,59.0,0.5683920579850341,32,0.4122040084027391,cat,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
5.0,92.0,0.3506843698910877,87,2.067865272300562,cat,very bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
31.0,46.0,0.26459204763451627,98,0.0751414850005323,mouse,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
1.0,67.0,2.938894361715623,61,1.3517211590229667,elephant,good,"
In a hole in the ground there lived a hobbit."
59.0,80.0,0.7667211764970396,37,1.5662767507122162,elephant,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
33.0,52.0,0.3973313537117208,52,0.06263211186342894,mouse,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
79.0,66.0,0.6785992625163436,72,1.9660675899310773,cat,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
74.0,20.0,0.13177425049797697,-19,0.35290496106792624,mouse,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
81.0,26.0,0.17165572129623766,-48,1.4008716551479685,mouse,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
69.0,13.0,1.0804581274115672,16,1.065674978057086,dog,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
2.0,94.0,2.916749754220134,20,1.0045267940727298,mouse,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
8.0,61.0,4.291862661379974,21,0.5863552914698549,dog,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
78.0,40.0,0.9036499392935403,-6,0.18326019885824973,cat,normal,"
In a hole in the ground there lived a hobbit."
29.0,54.0,0.2093899304718061,-48,3.5549919271226798,mouse,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
71.0,26.0,1.394219908781807,-20,1.7066952617474274,elephant,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
21.0,86.0,0.3898235620098595,-25,0.7686160016589926,cat,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
87.0,30.0,0.8282394374371418,-44,0.6867890615504768,mouse,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
80.0,60.0,0.5599965068767502,-16,1.772271138252384,dog,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
63.0,95.0,0.8673679159458946,-64,3.7020537987080604,dog,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
10.0,45.0,1.0698592357023833,657,0.7444643320649198,mouse,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
73.0,67.0,0.23442969139961145,-67,1.6863110260753693,mouse,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
68.0,73.0,1.48695998797657,21,2.660363696628256,cat,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
23.0,60.0,1.7969985977603928,-56,0.42128218648751314,elephant,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
27.0,32.0,2.9099406551341347,93,0.5241178865285014,mouse,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
84.0,97.0,0.5375534492320372,92,834.4373866982028,dog,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
29.0,85.0,5.510501225760307,-73,1.4015806104116941,mouse,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
31.0,52.0,2.3304820477363664,53,0.37751481857045033,elephant,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
69.0,3.0,4.062011257014953,-2,0.5647710644490634,elephant,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
70.0,47.0,1.4263708478516084,-54,0.3250562385878717,cat,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
94.0,75.0,0.4111903007057924,-2,1.1169786773336348,elephant,very bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
37.0,75.0,0.163506299826077,90,1.2872429884906593,elephant,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
48.0,68.0,2.5358889047889925,-60,1.907052256759813,elephant,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
87.0,51.0,0.4562056088780171,34,-0.26684501935496147,elephant,good,"
In a hole in the ground there lived a hobbit."
67.0,20.0,0.488447929567855,-80,3.3064428115988487,mouse,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,31.0,0.45228762992471455,98,0.6896849254250007,mouse,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,45.0,0.4198157618538461,-44,1.4742743405888576,cat,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
24.0,68.0,0.883604174952504,50,1.349520922837825,cat,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
38.0,85.0,0.4615503277287396,16,0.35114278746216726,mouse,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
,81.0,0.7061652561947949,-86,0.7269941079737827,cat,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
95.0,16.0,0.724166357235661,-77,2.099479361073075,cat,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
9.0,81.0,0.27393149831586194,59,1.500421383080263,mouse,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
81.0,26.0,0.26858980173993374,11,1.5622329851835886,dog,bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
58.0,22.0,0.5342902714661408,-96,0.18698825672918593,dog,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
21.0,6.0,1.9489375316572535,60,-373.3913897440054,elephant,good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
97.0,94.0,1.0235331652371908,97,2.4278405682570723,cat,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
9.0,70.0,0.06567293243384624,-82,2.4499667448011753,elephant,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
27.0,8.0,5.545746482046547,42,0.04259536413935833,dog,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
56.0,61.0,1.2132408533148171,-89,0.7835367548179288,elephant,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
73.0,85.0,0.29906497550224376,-16,0.6214946255765569,cat,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
43.0,69.0,6.9891079352852445,-4,5.258714426699715,dog,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,86.0,0.841275362367617,-14,2.926513983924156,elephant,bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
4.0,60.0,0.4993109328036803,14,1.523635117939579,dog,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
32.0,88.0,1.5442195093619315,-11,1.1745465629679095,elephant,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
0.0,53.0,0.27398810808861335,50,0.5589363171731034,cat,normal,"
In a hole in the ground there lived a hobbit."
88.0,34.0,2.336481209400566,64,2.4022783181547225,elephant,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
95.0,94.0,1.0490133685693235,-22,0.5575015066116702,elephant,bad,"
In a hole in the ground there lived a hobbit."
53.0,35.0,2.032835109945175,74,2.147332156653815,mouse,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
3.0,41.0,0.32209447163039256,-64,0.48584341408009735,mouse,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
21.0,5.0,1.1342472555093779,-51,0.6874652661778196,elephant,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
12.0,93.0,3.4944678737850943,2,1.1205492371948185,mouse,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
26.0,86.0,0.6456145761274682,11,4419.943717902492,mouse,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
91.0,0.0,1.031752415296481,58,3.1970713679260427,dog,bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
21.0,83.0,0.09074087382363986,-11,0.36023338534915117,cat,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
6.0,27.0,1.8502443670432676,6,0.20136906389679865,dog,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
97.0,75.0,4.646474326261287,-43,2.6104784117364286,mouse,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
99.0,41.0,1.181523122912033,68,1.6149061000171572,cat,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
36.0,46.0,5.705334064051569,-93,0.5608142594694842,cat,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
,16.0,0.2300018555071586,-34,0.1822356531010808,elephant,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
,57.0,0.6661447829734477,90,1.2626312065620013,mouse,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,9.0,0.6600027897854305,84,0.7702181561093595,dog,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
83.0,69.0,1.815069930639169,78,0.6795229109805444,elephant,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
20.0,17.0,3.3805696581683615,-10,2.9689685467912255,dog,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
20.0,14.0,0.8813984080595602,-31,1.456320680226516,elephant,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
97.0,25.0,0.1633851496286564,77,1.4642445829026849,dog,very good,"
In a hole in the ground there lived a hobbit."
37.0,12.0,1.9342490544631277,21,0.09604955585829143,cat,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
98.0,69.0,1.4214977321377418,-76,0.1787971032809264,dog,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
1.0,51.0,0.5219197867566407,22,1.0609579199703023,mouse,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
20.0,59.0,2.3609120600906843,89,4.107741492398603,elephant,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,68.0,1.9854305801053405,-10,82.72735098663539,mouse,very good,"
In a hole in the ground there lived a hobbit."
90.0,55.0,2.102193944884465,-23,1.5524647418790622,elephant,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
81.0,16.0,2.0901148504866733,26,1.0668618270488863,cat,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
6.0,7.0,2.245377515968505,-33,2.774591046689805,elephant,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
50.0,61.0,8.164708892743915,-1,1.2939116713880494,mouse,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
25.0,75.0,2.3816805234212457,-90,0.6794753131679951,elephant,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
19.0,31.0,2.182747376244435,46,2.6073913071243413,cat,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
92.0,85.0,0.47115200223194154,36,0.05327974382734554,dog,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
45.0,42.0,0.9895481911739783,81,1.7029411484172412,cat,normal,"
In a hole in the ground there lived a hobbit."
79.0,87.0,1.0149908066617641,-99,1.2884291815761053,cat,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
3.0,64.0,0.6027687417295302,-65,0.3657461147870395,mouse,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,42.0,0.7467483825606598,16,2.147492370728244,cat,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
85.0,28.0,1.4422785596563275,-28,1.4442963783386926,elephant,very bad,"
In a hole in the ground there lived a hobbit."
23.0,87.0,0.9988070071969988,-79,4.268221203542006,elephant,bad,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
26.0,98.0,1.6418150070129802,78,2.587461969688212,dog,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
1.0,59.0,1.1415445758297362,-65,0.9830417317086251,dog,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
84.0,44.0,1.963732619936939,-3,13.497032755791123,elephant,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
15.0,11.0,0.9505225016468362,-84,0.2645433808527801,mouse,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
67.0,57.0,0.48370534330456993,-33,0.8603418399098388,dog,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
